product	platform	p_group	focus_area	support_level	status	meets_volume_criteria	support_level_desc
Azure Virtual Network Manager	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Web PubSub	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure confidential ledger	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure mobile app	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Batch	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Cloud Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Cloud Shell	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Content Delivery Network	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Content Protection	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Copilot in Azure Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Data Catalog	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Data Lake Analytics	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Data Science Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Defender External Attack Surface Management	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
DevOps tool integrations	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Encoding	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Event Grid	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Event Hubs	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
GitHub Advanced Security for Azure DevOps preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
HDInsight	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Health Bot	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Key Vault	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Kinect DK	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Language Understanding (LUIS)	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Linux Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Live and On-Demand Streaming	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Load Balancer	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Logic Apps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Media Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Azure Attestation	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Azure Data Manager for Agriculture Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Azure portal	Microsoft Azure	Azure	Azure	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Cost Management	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Defender for Cloud	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Dev Box Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Energy Data Services Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Entra Domain Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Entra ID (formerly Azure A D )	Microsoft Azure	Azure	Azure	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Fabric	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Genomics	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Graph Data Connect Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Playwright Testing Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Purview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Sentinel	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Network Watcher	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Notification Hubs	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Object Anchors Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Power BI Embedded	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
QnA Maker	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Queue Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Remote Rendering	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
SDKs	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
SQL Server on Azure Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Service Bus	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Spatial Anchors	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Speaker recognition	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Speech to text	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Speech translation	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Static Web Apps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Storage Accounts	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Storage Explorer	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Table Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Text to speech	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Traffic Manager	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Update management center Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
VPN Gateway	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Virtual Machine Scale Sets	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Virtual Network	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Virtual WAN	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Visual Studio	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Visual Studio Code	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Web App for Containers	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Web Application Firewall	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Windows 10 IoT Core Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Windows Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Windows for IoT	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Exchange Online	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft 365 Defender	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft 365 administration	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Bookings	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Defender for Cloud Apps	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Defender for Endpoint	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Defender for Identity	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Defender for Office 365	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Endpoint Manager	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Forms	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Lists	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Planner	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Power Apps and Power Automate	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Power BI	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Power Virtual Agents	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Stream	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Sway	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Teams	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Microsoft Viva Connections	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Microsoft Viva Insights	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Office	Microsoft Office 365	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
OneDrive	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Outlook	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
SharePoint	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Yammer	Microsoft Office 365	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
